EventID,EventName,EventType,Department,DayOfWeek,Season,TimeOfDay,VenueCapacity,Attendance,AttendanceLevel,FeedbackScore,EngagementIndex
90,Event_90,Sports,CSE,Tuesday,Summer,Afternoon,233,216,High,3.0,3.793991416
323,Event_323,Cultural,Mechanical,Wednesday,Summer,Evening,395,388,High,5.0,4.924050633
442,Event_442,Hackathon,Management,Monday,Monsoon,Afternoon,275,69,Low,1.0,0.258181818
260,Event_260,Cultural,CSE,Monday,Monsoon,Morning,149,42,Low,5.0,1.610738255
483,Event_483,Cultural,Management,Friday,Summer,Afternoon,97,44,Medium,3.0,1.237113402
207,Event_207,Hackathon,Management,Friday,Summer,Evening,266,70,Low,5.0,1.165413534
360,Event_360,Hackathon,Management,Thursday,Summer,Morning,277,88,Low,2.0,1.061371841
700,Event_700,Cultural,Mechanical,Monday,Summer,Evening,433,113,Low,4.0,0.951501155
616,Event_616,Sports,ECE,Wednesday,Monsoon,Morning,246,160,Medium,1.0,0.630081301
618,Event_618,Cultural,ECE,Friday,Summer,Evening,188,60,Low,4.0,0.941489362
403,Event_403,Workshop,CSE,Saturday,Summer,Morning,411,252,Medium,5.0,2.423357664
663,Event_663,Workshop,,Thursday,Monsoon,Evening,496,279,Medium,5.0,2.893145161
210,Event_210,Seminar,ECE,Thursday,Monsoon,Evening,443,137,Low,3.0,0.920993228
393,Event_393,Hackathon,ECE,Tuesday,Monsoon,Evening,380,121,Low,2.0,0.621052632
341,Event_341,Workshop,Mechanical,Wednesday,Monsoon,Morning,211,47,Low,1.0,0.255924171
452,Event_452,Seminar,ECE,Monday,Winter,Morning,135,43,Low,4.0,1.066666667
242,Event_242,Workshop,Management,Friday,Monsoon,Morning,305,177,Medium,2.0,0.570491803
657,Event_657,Workshop,Mechanical,Monday,Summer,Evening,434,213,Medium,2.0,0.488479263
518,Event_518,Hackathon,ECE,Tuesday,Winter,Morning,57,57,High,1.0,1.719298246
377,Event_377,Seminar,Management,Tuesday,Summer,Morning,275,117,Medium,2.0,0.858181818
676,Event_676,Hackathon,ECE,Thursday,Summer,Evening,328,109,Low,1.0,0.332317073
1,Event_1,Seminar,Mechanical,Wednesday,Monsoon,Evening,257,90,Low,3.0,0.684824903
488,Event_488,Sports,Mechanical,Tuesday,Summer,Evening,495,295,Medium,5.0,2.35959596
249,Event_249,Seminar,Management,Saturday,Monsoon,Morning,278,269,High,4.0,3.870503597
413,Event_413,Hackathon,ECE,Wednesday,Summer,Evening,117,33,Low,5.0,1.41025641
653,Event_653,Sports,CSE,Wednesday,Summer,Evening,373,79,Low,2.0,0.466487936
348,Event_348,Workshop,Mechanical,Saturday,Monsoon,Morning,104,32,Low,2.0,0.951923077
155,Event_155,Sports,Civil,Friday,Summer,Evening,410,373,High,3.0,3.648780488
501,Event_501,Seminar,ECE,Tuesday,Monsoon,Evening,157,134,High,5.0,4.23566879
120,Event_120,Cultural,Civil,Thursday,Winter,Evening,386,367,High,4.0,2.79015544
492,Event_492,Hackathon,CSE,Monday,Winter,Morning,138,82,Medium,1.0,0.557971014
617,Event_617,Seminar,Civil,Friday,Monsoon,Morning,305,170,Medium,2.0,1.114754098
115,Event_115,Workshop,ECE,Thursday,Winter,Afternoon,324,148,Medium,3.0,1.37037037
418,Event_418,Cultural,Management,Wednesday,Monsoon,Morning,224,154,Medium,1.0,0.6875
630,Event_630,Seminar,CSE,Wednesday,Summer,Afternoon,352,152,Medium,4.0,1.303977273
332,Event_332,Cultural,ECE,Thursday,Monsoon,Morning,141,77,Medium,5.0,2.411347518
421,Event_421,Cultural,ECE,Monday,Winter,Afternoon,265,138,Medium,4.0,2.00754717
125,Event_125,Workshop,CSE,Monday,Monsoon,Morning,123,31,Low,3.0,1.300813008
470,Event_470,Seminar,Management,Wednesday,Monsoon,Evening,289,138,Medium,5.0,2.422145329
321,Event_321,Cultural,CSE,Monday,Summer,Evening,427,341,High,2.0,1.601873536
629,Event_629,Seminar,Management,Saturday,Winter,Morning,248,60,Low,1.0,0.262096774
88,Event_88,Workshop,Civil,Friday,Winter,Afternoon,499,100,Low,,0.619238477
166,Event_166,Cultural,Management,Wednesday,Monsoon,Morning,343,224,Medium,2.0,2.020408163
348,Event_348,Workshop,Mechanical,Saturday,Monsoon,Morning,104,35,Low,3.0,0.951923077
544,Event_544,Seminar,ECE,Friday,Summer,Morning,301,185,Medium,2.0,1.744186047
94,Event_94,Sports,ECE,Monday,Monsoon,Morning,344,321,High,4.0,4.549418605
223,Event_223,Sports,Management,Monday,Monsoon,Afternoon,480,452,High,3.0,3.783333333
306,Event_306,Seminar,Management,Saturday,Winter,Evening,187,63,Low,2.0,1.139037433
380,Event_380,Hackathon,ECE,Tuesday,Monsoon,Morning,128,34,Low,2.0,0.84375
365,Event_365,Seminar,CSE,Monday,Winter,Morning,313,93,Low,4.0,1.453674121
68,Event_68,Cultural,Management,Thursday,Summer,Evening,237,179,High,2.0,2.227848101
303,Event_303,Workshop,Civil,Wednesday,Winter,Morning,386,169,Medium,,1.235751295
54,Event_54,Hackathon,Mechanical,Monday,Summer,Afternoon,153,48,Low,1.0,0.705882353
195,Event_195,Seminar,CSE,Wednesday,Monsoon,Morning,226,88,Medium,5.0,2.03539823
660,Event_660,Sports,Management,Tuesday,Summer,Evening,329,315,High,1.0,1.951367781
55,Event_55,Sports,Mechanical,Saturday,Winter,Evening,72,19,Low,3.0,0.708333333
632,Event_632,Workshop,Management,Saturday,Summer,Evening,203,88,Medium,3.0,1.374384236
59,Event_59,Seminar,Management,Wednesday,Summer,Afternoon,433,107,Low,5.0,1.258660508
432,Event_432,Workshop,CSE,Tuesday,Monsoon,Afternoon,54,11,Low,,0.722222222
126,Event_126,Seminar,Management,Saturday,Winter,Afternoon,59,37,High,1.0,1.559322034
222,Event_222,Workshop,Management,Thursday,Monsoon,Evening,322,96,Low,3.0,0.583850932
220,Event_220,Workshop,Civil,Thursday,Summer,Afternoon,413,111,Low,1.0,0.249394673
388,Event_388,Cultural,Mechanical,Monday,Winter,Evening,168,108,Medium,4.0,1.892857143
289,Event_289,Sports,Mechanical,Wednesday,Monsoon,Evening,167,98,Medium,5.0,2.323353293
289,Event_289,Sports,Mechanical,Wednesday,Monsoon,Evening,167,92,Medium,3.0,2.323353293
400,Event_400,Cultural,ECE,Saturday,Summer,Morning,108,92,High,2.0,0.898148148
423,Event_423,Cultural,Management,Thursday,Winter,Afternoon,237,167,High,4.0,2.151898734
525,Event_525,Hackathon,Mechanical,Saturday,Monsoon,Evening,236,79,Low,1.0,0.313559322
665,Event_665,Sports,Management,Saturday,Summer,Evening,213,72,Low,5.0,1.370892019
483,Event_483,Cultural,Management,Friday,Summer,Afternoon,97,32,Medium,4.0,1.237113402
607,Event_607,Seminar,Civil,Friday,Winter,Morning,427,372,High,5.0,3.456674473
336,Event_336,Cultural,CSE,Wednesday,Monsoon,Afternoon,219,109,Medium,3.0,1.493150685
594,Event_594,Cultural,ECE,Wednesday,Summer,Afternoon,306,127,Medium,5.0,2.107843137
481,Event_481,Workshop,ECE,Tuesday,Monsoon,Evening,404,268,Medium,1.0,0.675742574
249,Event_249,Seminar,Management,Saturday,Monsoon,Morning,278,261,High,3.0,3.870503597
74,Event_74,Cultural,ECE,Friday,Summer,Evening,172,65,Low,4.0,1.011627907
453,Event_453,Hackathon,Mechanical,Monday,Winter,Evening,495,395,High,3.0,1.587878788
602,Event_602,Seminar,ECE,Tuesday,Monsoon,Evening,364,289,High,3.0,2.398351648
386,Event_386,Workshop,CSE,Tuesday,Summer,Evening,153,28,Low,3.0,0.588235294
387,Event_387,Cultural,ECE,Friday,Winter,Morning,442,416,High,4.0,3.755656109
567,Event_567,Sports,Mechanical,Saturday,Winter,Evening,209,194,High,5.0,4.85645933
546,Event_546,Hackathon,Mechanical,Friday,Summer,Evening,371,248,Medium,3.0,1.380053908
239,Event_239,Hackathon,CSE,Saturday,Monsoon,Afternoon,404,348,High,1.0,0.856435644
270,Event_270,Seminar,Management,Saturday,Monsoon,Evening,341,119,Low,2.0,0.715542522
551,Event_551,Sports,Civil,Tuesday,Monsoon,Afternoon,150,55,Low,5.0,1.493333333
146,Event_146,Seminar,Management,Tuesday,Summer,Afternoon,61,46,High,1.0,0.852459016
332,Event_332,Cultural,ECE,Thursday,Monsoon,Morning,141,71,Medium,5.0,2.411347518
339,Event_339,Hackathon,ECE,Monday,Winter,Afternoon,271,237,High,5.0,4.557195572
305,Event_305,Sports,Management,Thursday,Winter,Evening,447,214,Medium,4.0,1.402684564
699,Event_699,Cultural,CSE,Tuesday,Summer,Morning,52,48,High,5.0,4.903846154
492,Event_492,Hackathon,CSE,Monday,Winter,Morning,138,70,Medium,1.0,0.557971014
539,Event_539,Cultural,CSE,Saturday,Monsoon,Morning,475,249,Medium,2.0,1.052631579
665,Event_665,Sports,Management,Saturday,Summer,Evening,213,68,Low,5.0,1.370892019
531,Event_531,Cultural,Mechanical,Friday,Summer,Morning,135,126,High,4.0,2.955555556
261,Event_261,Cultural,Civil,Tuesday,Summer,Afternoon,158,63,Low,5.0,1.417721519
280,Event_280,Sports,Mechanical,Tuesday,Winter,Morning,114,100,High,5.0,3.99122807
400,Event_400,Cultural,ECE,Saturday,Summer,Morning,108,89,High,1.0,0.898148148
33,Event_33,Seminar,Civil,Tuesday,Summer,Morning,116,106,High,1.0,0.965517241
187,Event_187,Hackathon,ECE,Tuesday,Summer,Afternoon,211,195,High,3.0,1.857819905
217,Event_217,Seminar,Mechanical,Saturday,Summer,Afternoon,150,142,High,5.0,3.6
98,Event_98,Cultural,ECE,Thursday,Winter,Afternoon,431,174,Medium,4.0,2.030162413
216,Event_216,Sports,Management,Saturday,Winter,Afternoon,62,50,High,2.0,1.483870968
248,Event_248,Workshop,Civil,Wednesday,Winter,Evening,259,62,Low,1.0,0.525096525
194,Event_194,Cultural,Civil,Thursday,Winter,Evening,132,92,Medium,5.0,2.666666667
301,Event_301,Hackathon,Civil,Saturday,Summer,Morning,329,126,Low,5.0,1.914893617
523,Event_523,Seminar,Civil,Wednesday,Winter,Evening,88,24,Low,2.0,0.772727273
251,Event_251,Workshop,Civil,Monday,Monsoon,Evening,149,128,High,2.0,1.583892617
412,Event_412,Cultural,Civil,Monday,Summer,Afternoon,409,399,High,3.0,2.93398533
60,Event_60,Cultural,ECE,Wednesday,Winter,Evening,309,226,High,5.0,3.656957929
518,Event_518,Hackathon,ECE,Tuesday,Winter,Morning,57,46,High,1.0,1.719298246
613,Event_613,Hackathon,ECE,Tuesday,Summer,Afternoon,474,244,Medium,1.0,0.523206751
117,Event_117,Cultural,CSE,Thursday,Winter,Evening,330,112,Low,2.0,0.624242424
330,Event_330,Cultural,CSE,Friday,Winter,Evening,224,87,Medium,3.0,1.191964286
581,Event_581,Seminar,CSE,Monday,Winter,Morning,395,376,High,2.0,1.903797468
450,Event_450,Cultural,Civil,Thursday,Monsoon,Afternoon,343,187,Medium,3.0,1.679300292
327,Event_327,Sports,CSE,Thursday,Monsoon,Afternoon,168,93,Medium,1.0,0.494047619
560,Event_560,Seminar,CSE,Tuesday,Winter,Afternoon,314,105,Low,2.0,0.636942675
548,Event_548,Cultural,ECE,Monday,Summer,Afternoon,481,291,Medium,5.0,2.952182952
190,Event_190,Sports,Civil,Monday,Winter,Afternoon,387,168,Medium,1.0,0.42118863
452,Event_452,Seminar,ECE,Monday,Winter,Morning,135,40,Low,3.0,1.066666667
699,Event_699,Cultural,CSE,Tuesday,Summer,Morning,52,42,High,5.0,4.903846154
435,Event_435,Seminar,Mechanical,Monday,Winter,Morning,410,127,Low,,0.302439024
560,Event_560,Seminar,CSE,Tuesday,Winter,Afternoon,314,100,Low,2.0,0.636942675
509,Event_509,Hackathon,ECE,Friday,Summer,Evening,348,107,Low,3.0,1.218390805
338,Event_338,Seminar,Mechanical,Friday,Winter,Morning,224,164,High,1.0,1.455357143
655,Event_655,Hackathon,Civil,Tuesday,Monsoon,Afternoon,320,305,High,5.0,4.71875
513,Event_513,Workshop,Mechanical,Tuesday,Winter,Morning,467,350,High,5.0,3.74732334
446,Event_446,Seminar,Civil,Monday,Monsoon,Afternoon,171,59,Low,5.0,1.520467836
49,Event_49,Cultural,CSE,Wednesday,Winter,Afternoon,306,167,Medium,2.0,0.535947712
67,Event_67,Cultural,ECE,Tuesday,Winter,Morning,447,101,Low,2.0,0.731543624
304,Event_304,Hackathon,Civil,Thursday,Summer,Morning,405,237,Medium,3.0,2.360493827
666,Event_666,Workshop,ECE,Monday,Summer,Evening,73,66,High,5.0,4.315068493
150,Event_150,Seminar,Mechanical,Tuesday,Monsoon,Morning,387,267,Medium,4.0,3.410852713
482,Event_482,Seminar,Civil,Thursday,Monsoon,Morning,301,71,Low,5.0,1.22923588
156,Event_156,Workshop,Civil,Monday,Monsoon,Afternoon,253,252,High,4.0,4.920948617
117,Event_117,Cultural,CSE,Thursday,Winter,Evening,330,103,Low,2.0,0.624242424
103,Event_103,Seminar,Civil,Saturday,Winter,Evening,280,81,Low,4.0,1.1
73,Event_73,Hackathon,Civil,Wednesday,Monsoon,Morning,132,97,Medium,5.0,3.371212121
370,Event_370,Hackathon,CSE,Friday,Monsoon,Morning,108,56,Medium,5.0,2.111111111
419,Event_419,Hackathon,,Friday,Summer,Evening,101,45,Medium,4.0,2.326732673
86,Event_86,Workshop,CSE,Saturday,Monsoon,Evening,237,57,Low,2.0,0.848101266
206,Event_206,Sports,ECE,Wednesday,Summer,Afternoon,365,357,High,2.0,2.860273973
53,Event_53,Seminar,CSE,Friday,Monsoon,Morning,240,136,Medium,1.0,1.15
120,Event_120,Cultural,Civil,Thursday,Winter,Evening,386,359,High,3.0,2.79015544
8,Event_8,Sports,Mechanical,Saturday,Winter,Afternoon,103,27,Low,2.0,0.563106796
326,Event_326,Workshop,Management,Saturday,Winter,Evening,389,154,Low,2.0,0.393316195
206,Event_206,Sports,ECE,Wednesday,Summer,Afternoon,365,350,High,3.0,2.860273973
501,Event_501,Seminar,ECE,Tuesday,Monsoon,Evening,157,135,High,5.0,4.23566879
636,Event_636,Workshop,CSE,Thursday,Monsoon,Evening,181,168,High,3.0,2.784530387
659,Event_659,Workshop,Management,Friday,Monsoon,Afternoon,416,250,Medium,2.0,1.177884615
75,Event_75,Hackathon,ECE,Tuesday,Summer,Morning,407,95,Low,3.0,0.461916462
668,Event_668,Workshop,Civil,Friday,Winter,Evening,53,33,Medium,1.0,0.660377358
346,Event_346,Cultural,Mechanical,Friday,Monsoon,Afternoon,202,78,Low,4.0,1.054455446
398,Event_398,Sports,CSE,Friday,Winter,Morning,282,197,Medium,1.0,1.390070922
367,Event_367,Seminar,Civil,Monday,Summer,Evening,266,112,Low,4.0,1.563909774
137,Event_137,Seminar,ECE,Thursday,Monsoon,Afternoon,457,336,High,4.0,2.853391685
639,Event_639,Seminar,Civil,Friday,Summer,Evening,133,37,Low,3.0,0.631578947
5,Event_5,Hackathon,CSE,Monday,Winter,Morning,263,116,Medium,4.0,1.764258555
208,Event_208,Sports,Mechanical,Thursday,Monsoon,Morning,169,157,High,3.0,2.769230769
645,Event_645,Hackathon,ECE,Tuesday,Winter,Morning,441,371,High,1.0,0.83446712
526,Event_526,Seminar,Civil,Thursday,Monsoon,Afternoon,133,134,High,1.0,1.909774436
431,Event_431,Cultural,ECE,Friday,Summer,Morning,419,409,High,3.0,3.885441527
608,Event_608,Workshop,CSE,Thursday,Winter,Evening,242,228,High,5.0,4.731404959
257,Event_257,Workshop,Management,Saturday,Summer,Afternoon,215,66,Low,2.0,0.688372093
657,Event_657,Workshop,Mechanical,Monday,Summer,Evening,434,221,Medium,1.0,0.488479263
560,Event_560,Seminar,CSE,Tuesday,Winter,Afternoon,314,110,Low,1.0,0.636942675
32,Event_32,Seminar,Management,Friday,Summer,Evening,184,104,Medium,2.0,1.565217391
322,Event_322,Cultural,CSE,Friday,Monsoon,Evening,237,208,High,5.0,4.345991561
118,Event_118,Sports,CSE,Wednesday,Monsoon,Evening,263,113,Medium,5.0,2.034220532
461,Event_461,Workshop,CSE,Tuesday,Monsoon,Evening,52,34,Medium,1.0,1.192307692
281,Event_281,Cultural,Mechanical,Tuesday,Winter,Afternoon,405,138,Low,3.0,1.382716049
504,Event_504,Sports,CSE,Tuesday,Monsoon,Afternoon,108,46,Low,1.0,0.37037037
190,Event_190,Sports,Civil,Monday,Winter,Afternoon,387,170,Medium,1.0,0.42118863
554,Event_554,Hackathon,Civil,Saturday,Monsoon,Afternoon,398,342,High,2.0,2.577889447
575,Event_575,Hackathon,Mechanical,Wednesday,Monsoon,Evening,143,124,High,5.0,4.335664336
182,Event_182,Sports,Management,Wednesday,Summer,Morning,114,90,High,2.0,0.745614035
468,Event_468,Sports,Management,Friday,Winter,Evening,210,76,Low,2.0,0.395238095
568,Event_568,Hackathon,Management,Saturday,Winter,Evening,138,25,Low,4.0,0.760869565
490,Event_490,Cultural,Civil,Tuesday,Summer,Evening,188,58,Low,4.0,0.893617021
476,Event_476,Hackathon,CSE,Monday,Winter,Afternoon,205,51,Low,3.0,0.629268293
495,Event_495,Hackathon,Management,Thursday,Winter,Afternoon,360,304,High,4.0,3.388888889
287,Event_287,Seminar,Management,Friday,Winter,Afternoon,362,271,High,2.0,2.29558011
661,Event_661,Hackathon,Management,Thursday,Monsoon,Morning,332,257,High,2.0,1.487951807
314,Event_314,Workshop,CSE,Saturday,Winter,Morning,231,153,Medium,4.0,1.857142857
196,Event_196,Sports,Management,Thursday,Winter,Morning,247,204,High,3.0,1.684210526
42,Event_42,Workshop,Management,Monday,Summer,Evening,281,281,High,2.0,1.992882562
439,Event_439,Seminar,,Wednesday,Winter,Morning,483,146,Low,3.0,1.217391304
130,Event_130,Hackathon,CSE,Tuesday,Monsoon,Morning,209,104,Medium,5.0,2.583732057
606,Event_606,Sports,ECE,Tuesday,Winter,Evening,438,104,Low,2.0,0.228310502
460,Event_460,Sports,Management,Thursday,Summer,Afternoon,271,170,Medium,3.0,1.20295203
336,Event_336,Cultural,CSE,Wednesday,Monsoon,Afternoon,219,108,Medium,4.0,1.493150685
658,Event_658,Cultural,,Tuesday,Monsoon,Afternoon,244,228,High,3.0,3.737704918
603,Event_603,Hackathon,Mechanical,Monday,Summer,Morning,252,216,High,4.0,4.365079365
23,Event_23,Seminar,ECE,Monday,Winter,Morning,352,90,Low,2.0,0.84375
584,Event_584,Workshop,ECE,Saturday,Summer,Morning,323,288,High,4.0,4.458204334
655,Event_655,Hackathon,Civil,Tuesday,Monsoon,Afternoon,320,309,High,5.0,4.71875
525,Event_525,Hackathon,Mechanical,Saturday,Monsoon,Evening,236,74,Low,1.0,0.313559322
29,Event_29,Seminar,Mechanical,Thursday,Winter,Afternoon,162,41,Low,1.0,0.228395062
555,Event_555,Hackathon,Mechanical,Thursday,Winter,Evening,413,395,High,4.0,3.796610169
15,Event_15,Seminar,Mechanical,Thursday,Monsoon,Morning,243,95,Low,1.0,0.395061728
1,Event_1,Seminar,Mechanical,Wednesday,Monsoon,Evening,257,90,Low,1.0,0.684824903
538,Event_538,Sports,CSE,Tuesday,Monsoon,Afternoon,205,51,Low,5.0,1.243902439
588,Event_588,Workshop,ECE,Saturday,Monsoon,Afternoon,230,67,Low,1.0,0.52173913
36,Event_36,Hackathon,ECE,Friday,Winter,Afternoon,74,46,Medium,3.0,1.743243243
690,Event_690,Sports,Civil,Tuesday,Summer,Evening,362,113,Low,2.0,0.944751381
292,Event_292,Workshop,Mechanical,Saturday,Winter,Morning,102,17,Low,3.0,0.862745098
642,Event_642,Hackathon,CSE,Tuesday,Winter,Afternoon,165,99,Medium,4.0,2.351515152
131,Event_131,Sports,Civil,Saturday,Summer,Evening,419,233,Medium,4.0,1.725536993
689,Event_689,Workshop,Mechanical,Thursday,Monsoon,Morning,406,385,High,3.0,3.753694581
556,Event_556,Hackathon,Management,Saturday,Monsoon,Morning,190,66,Low,3.0,1.057894737
447,Event_447,Sports,Mechanical,Wednesday,Monsoon,Afternoon,326,182,Medium,1.0,0.573619632
155,Event_155,Sports,Civil,Friday,Summer,Evening,410,374,High,4.0,3.648780488
621,Event_621,Hackathon,ECE,Thursday,Winter,Morning,198,135,Medium,1.0,1.262626263
377,Event_377,Seminar,Management,Tuesday,Summer,Morning,275,111,Medium,2.0,0.858181818
539,Event_539,Cultural,CSE,Saturday,Monsoon,Morning,475,260,Medium,1.0,1.052631579
422,Event_422,Seminar,CSE,Thursday,Summer,Afternoon,487,362,High,4.0,2.924024641
681,Event_681,Hackathon,CSE,Tuesday,Winter,Morning,230,196,High,3.0,1.652173913
550,Event_550,Cultural,Civil,Thursday,Monsoon,Evening,327,291,High,1.0,0.917431193
687,Event_687,Hackathon,CSE,Wednesday,Summer,Morning,103,38,Medium,1.0,0.45631068
1,Event_1,Seminar,Mechanical,Wednesday,Monsoon,Evening,257,90,Low,1.0,0.684824903
659,Event_659,Workshop,Management,Friday,Monsoon,Afternoon,416,241,Medium,3.0,1.177884615
570,Event_570,Sports,Management,Friday,Summer,Afternoon,376,244,Medium,4.0,2.595744681
134,Event_134,Hackathon,CSE,Thursday,Summer,Morning,461,236,Medium,2.0,1.470715835
500,Event_500,Workshop,ECE,Thursday,Monsoon,Morning,309,133,Medium,5.0,1.851132686
29,Event_29,Seminar,Mechanical,Thursday,Winter,Afternoon,162,35,Low,2.0,0.228395062
128,Event_128,Seminar,Civil,Wednesday,Winter,Afternoon,101,23,Low,5.0,1.138613861
662,Event_662,Cultural,,Thursday,Monsoon,Afternoon,89,11,Low,2.0,0.449438202
368,Event_368,Sports,Management,Thursday,Monsoon,Morning,94,36,Medium,2.0,0.478723404
251,Event_251,Workshop,Civil,Monday,Monsoon,Evening,149,128,High,3.0,1.583892617
556,Event_556,Hackathon,Management,Saturday,Monsoon,Morning,190,57,Low,3.0,1.057894737
631,Event_631,Hackathon,Management,Tuesday,Summer,Evening,376,237,Medium,4.0,3.018617021
511,Event_511,Sports,Management,Tuesday,Monsoon,Morning,385,253,Medium,1.0,1.366233766
517,Event_517,Cultural,Mechanical,Tuesday,Monsoon,Evening,411,402,High,1.0,1.941605839
191,Event_191,Cultural,ECE,Monday,Summer,Evening,448,120,Low,3.0,0.803571429
471,Event_471,Cultural,Mechanical,Saturday,Winter,Morning,380,166,Medium,4.0,1.8
322,Event_322,Cultural,CSE,Friday,Monsoon,Evening,237,214,High,5.0,4.345991561
700,Event_700,Cultural,Mechanical,Monday,Summer,Evening,433,103,Low,4.0,0.951501155
511,Event_511,Sports,Management,Tuesday,Monsoon,Morning,385,265,Medium,1.0,1.366233766
607,Event_607,Seminar,Civil,Friday,Winter,Morning,427,369,High,4.0,3.456674473
695,Event_695,Workshop,ECE,Monday,Winter,Morning,471,142,Low,2.0,0.632696391
302,Event_302,Hackathon,Civil,Wednesday,Summer,Afternoon,307,270,High,5.0,4.397394137
19,Event_19,Workshop,ECE,Monday,Winter,Afternoon,233,157,Medium,2.0,0.64806867
26,Event_26,Sports,CSE,Wednesday,Summer,Evening,419,408,High,1.0,0.976133652
470,Event_470,Seminar,Management,Wednesday,Monsoon,Evening,289,144,Medium,5.0,2.422145329
215,Event_215,Sports,Civil,Monday,Summer,Afternoon,284,138,Medium,1.0,0.485915493
520,Event_520,Sports,CSE,Tuesday,Summer,Afternoon,143,43,Low,4.0,1.398601399
86,Event_86,Workshop,CSE,Saturday,Monsoon,Evening,237,69,Low,2.0,0.848101266
147,Event_147,Seminar,Civil,Tuesday,Summer,Evening,168,47,Low,3.0,0.928571429
283,Event_283,Workshop,Civil,Tuesday,Winter,Afternoon,301,166,Medium,2.0,1.149501661
273,Event_273,Workshop,Management,Thursday,Winter,Morning,77,22,Low,3.0,1.298701299
615,Event_615,Workshop,Management,Wednesday,Summer,Evening,117,76,High,,2.905982906
675,Event_675,Workshop,Management,Saturday,Monsoon,Afternoon,165,66,Medium,4.0,1.793939394
17,Event_17,Seminar,ECE,Monday,Monsoon,Afternoon,201,131,Medium,5.0,3.258706468
462,Event_462,Cultural,CSE,Saturday,Monsoon,Afternoon,55,25,Low,1.0,0.327272727
339,Event_339,Hackathon,ECE,Monday,Winter,Afternoon,271,248,High,4.0,4.557195572
233,Event_233,Seminar,ECE,Friday,Monsoon,Afternoon,450,433,High,3.0,1.964444444
352,Event_352,Cultural,,Saturday,Monsoon,Evening,362,95,Low,4.0,0.762430939
224,Event_224,Seminar,Management,Saturday,Winter,Evening,330,84,Low,3.0,0.460606061
627,Event_627,Seminar,,Friday,Monsoon,Morning,158,136,High,1.0,0.803797468
601,Event_601,Sports,Management,Friday,Summer,Afternoon,315,236,High,4.0,3.746031746
366,Event_366,Hackathon,Civil,Wednesday,Winter,Afternoon,274,89,Low,4.0,1.569343066
225,Event_225,Workshop,Mechanical,Monday,Monsoon,Afternoon,143,127,High,,0.888111888
253,Event_253,Seminar,Civil,Thursday,Summer,Afternoon,435,142,Low,3.0,1.027586207
357,Event_357,Seminar,ECE,Friday,Winter,Morning,92,62,High,3.0,3.130434783
226,Event_226,Workshop,Mechanical,Thursday,Monsoon,Evening,250,95,Low,5.0,1.9
700,Event_700,Cultural,Mechanical,Monday,Summer,Evening,433,112,Low,4.0,0.951501155
288,Event_288,Hackathon,Civil,Wednesday,Monsoon,Morning,98,52,Medium,5.0,2.602040816
237,Event_237,Workshop,CSE,Saturday,Winter,Evening,77,76,High,3.0,1.766233766
303,Event_303,Workshop,Civil,Wednesday,Winter,Morning,386,164,Medium,,1.235751295
563,Event_563,Hackathon,ECE,Wednesday,Monsoon,Morning,296,278,High,4.0,3.756756757
261,Event_261,Cultural,Civil,Tuesday,Summer,Afternoon,158,51,Low,4.0,1.417721519
494,Event_494,Workshop,ECE,Tuesday,Summer,Afternoon,68,48,Medium,4.0,2.470588235
182,Event_182,Sports,Management,Wednesday,Summer,Morning,114,76,High,1.0,0.745614035
503,Event_503,Hackathon,Mechanical,Thursday,Summer,Evening,334,180,Medium,3.0,1.083832335
500,Event_500,Workshop,ECE,Thursday,Monsoon,Morning,309,146,Medium,5.0,1.851132686
302,Event_302,Hackathon,Civil,Wednesday,Summer,Afternoon,307,278,High,5.0,4.397394137
536,Event_536,Hackathon,Management,Thursday,Summer,Morning,85,34,Low,1.0,0.388235294
2,Event_2,Hackathon,Mechanical,Saturday,Summer,Morning,163,118,Medium,2.0,0.687116564
330,Event_330,Cultural,CSE,Friday,Winter,Evening,224,93,Medium,3.0,1.191964286
165,Event_165,Sports,Mechanical,Wednesday,Summer,Afternoon,263,72,Low,3.0,0.501901141
658,Event_658,Cultural,,Tuesday,Monsoon,Afternoon,244,237,High,3.0,3.737704918
19,Event_19,Workshop,ECE,Monday,Winter,Afternoon,233,157,Medium,1.0,0.64806867
137,Event_137,Seminar,ECE,Thursday,Monsoon,Afternoon,457,327,High,4.0,2.853391685
341,Event_341,Workshop,Mechanical,Wednesday,Monsoon,Morning,211,64,Low,1.0,0.255924171
626,Event_626,Cultural,Mechanical,Thursday,Winter,Morning,452,156,Low,2.0,0.703539823
361,Event_361,Seminar,CSE,Saturday,Summer,Afternoon,160,145,High,4.0,2.6625
556,Event_556,Hackathon,Management,Saturday,Monsoon,Morning,190,74,Low,2.0,1.057894737
54,Event_54,Hackathon,Mechanical,Monday,Summer,Afternoon,153,51,Low,1.0,0.705882353
224,Event_224,Seminar,Management,Saturday,Winter,Evening,330,80,Low,3.0,0.460606061
357,Event_357,Seminar,ECE,Friday,Winter,Morning,92,78,High,3.0,3.130434783
62,Event_62,Seminar,Mechanical,Friday,Winter,Morning,407,253,Medium,3.0,1.272727273
644,Event_644,Sports,Management,Saturday,Summer,Evening,270,131,Medium,2.0,1.455555556
260,Event_260,Cultural,CSE,Monday,Monsoon,Morning,149,42,Low,4.0,1.610738255
